ID,Aircraft Type,Operator,Operator Country,Status,Build Date,Build Country,First Customer Delivery Date,Delivery Date Operator,Nr. of Engines,Engine Manufacturer,Engine Type,Config (Pax/Con),Seat Total,Haul,Range (km),Age (Years),Main Hub,current_technology,operator_economic_weight,operator_environmental_weight,free_ets_allocation,peer_influence,investment_logic,decision_attitude,registration,icao24,annual_flights_base,annual_distance_km_base,mean_stage_length_km_base,fuel_burn_per_year_base,baseline_energy_demand,data_source
37,B738,TUIfly,Germany,Active,2014-01-01,,,,,,,,189.0,Medium-haul,5665.0,12.35,Hannover,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABKN,3c496e,406,794368.5957065788,1956.572895829012,2880693.699268724,34408285.852376424,type_median_fallback
38,B738,TUIfly,Germany,Active,2014-01-01,,,,,,,,189.0,Medium-haul,5665.0,12.35,Hannover,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABMQ,3c49b1,444,854654.321818861,1924.8971212136507,3103871.8326583486,37074024.667863615,type_median_fallback
39,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABNH,3c49c8,1071,1118501.9257957954,1044.352871891499,4539685.808703252,54224024.93728884,type_median_fallback
40,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABNK,3c49cb,777,834162.1520269425,1073.5677632264385,3363791.6968950974,40178623.04624699,type_median_fallback
41,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABNL,3c49cc,1000,1056723.0256364967,1056.723025636497,4279125.451412364,51111776.22520323,type_median_fallback
42,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABNN,3c49ce,1077,1150094.0786571526,1067.8682253084053,4644593.71254553,55477091.56651606,type_median_fallback
43,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABNT,3c49d4,1014,1126783.6674453726,1111.2264964944502,4514714.936128688,53925761.73709266,type_median_fallback
44,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABNU,3c49d5,1038,1089958.2463687651,1050.0561140354191,4415532.8640481895,52741086.98724226,type_median_fallback
45,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPA,3c4a01,382,2179502.564944413,5705.504096713124,17931328.133490577,214179752.70558187,published_typical_specs_fallback
46,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPB,3c4a02,390,1751048.524204493,4489.868010780751,14532553.561520984,173583278.65150064,published_typical_specs_fallback
47,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPC,3c4a03,347,1882908.8506497385,5426.2502900568825,15489555.084698187,185014130.17833948,published_typical_specs_fallback
48,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPD,3c4a04,356,1858492.765331745,5220.485295875688,15314862.780272253,182927527.6532519,published_typical_specs_fallback
49,B789,Lufthansa,Germany,Active,2024-01-01,,,,,,,,296.0,Long-haul,14010.0,2.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPF,3c4a06,247,1527996.560108331,6186.220891126846,12365971.36980371,147704658.02821097,published_typical_specs_fallback
50,B789,Lufthansa,Germany,Active,2024-01-01,,,,,,,,296.0,Long-haul,14010.0,2.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPG,3c4a07,37,247467.60357741264,6688.313610200342,2019246.4286753773,24118776.786955897,published_typical_specs_fallback
51,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPI,3c4a09,101,762108.6065115492,7545.629767441082,6153547.419330181,73500705.28644383,published_typical_specs_fallback
52,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Medium-haul,14010.0,1.0,Frankfurt,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPJ,3c4a0a,1,1804.215169380476,1804.215169380476,17014.008681572606,203222.88147433943,published_typical_specs_fallback
53,B789,Lufthansa,Germany,Active,2024-01-01,,,,,,,,296.0,Long-haul,14010.0,2.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPL,3c4a0c,111,830352.1659768826,7480.650143935879,6700508.330043665,80033849.49774379,published_typical_specs_fallback
54,B789,Lufthansa,Germany,Active,2024-01-01,,,,,,,,296.0,Long-haul,14010.0,2.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPM,3c4a0d,164,964734.6757310744,5882.528510555332,7836137.175123619,93598305.1473099,published_typical_specs_fallback
55,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPO,3c4a0f,93,659031.9187082639,7086.3647172931605,5320479.17453952,63550167.91811092,published_typical_specs_fallback
56,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPP,3c4a10,186,1109028.6244532445,5962.519486307765,9019219.325892271,107729564.17037994,published_typical_specs_fallback
57,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPQ,3c4a11,78,415252.7485554296,5323.753186608073,3407146.409799904,40696471.005943306,published_typical_specs_fallback
58,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPR,3c4a12,233,1351051.1531341062,5798.50280315067,10934547.004851006,130607089.22460929,published_typical_specs_fallback
59,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPS,3c4a13,226,1566075.0146781446,6929.535463177631,12605245.664564716,150562656.54896742,published_typical_specs_fallback
60,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPT,3c4a14,216,1257027.5003017175,5819.5717606561,10221633.060502144,122091728.2226645,published_typical_specs_fallback
61,B789,Lufthansa,Germany,Active,2025-01-01,,,,,,,,296.0,Long-haul,14010.0,1.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABPU,3c4a15,182,1077138.5440338338,5918.343648537549,8751908.450029833,104536684.26424524,published_typical_specs_fallback
62,B744,Lufthansa,Germany,Active,2001-12-01,United States,2001-12-01,2001-12-01,4.0,General Electric,CF6-80,Pax,371.0,Long-haul,13500.0,21.1,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABTK,3c4a8b,182,1416164.5094714006,7781.123678414289,20292900.962890603,242387428.16786,bulk_matched
63,B744,Lufthansa,Germany,Active,2002-02-01,United States,2002-03-01,2002-03-01,4.0,General Electric,CF6-80,Pax,371.0,Long-haul,13500.0,20.9,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABTL,3c4a8c,206,1570341.6276540416,7623.017609971076,22704600.566273205,271193840.0971521,bulk_matched
64,B744,Lufthansa,Germany,Active,1998-01-01,United States,1998-02-01,1998-02-01,4.0,General Electric,CF6-80,Pax,371.0,Long-haul,13500.0,25.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABVM,3c4acd,204,1540867.6073291807,7553.272584946964,22124813.773695912,264268608.9635901,bulk_matched
65,B744,Lufthansa,Germany,Active,1998-12-01,United States,1998-12-01,1998-12-01,4.0,General Electric,CF6-80,Pax,371.0,Long-haul,13500.0,24.1,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABVU,3c4ad5,229,1737849.423647114,7588.862111996132,24988769.72881827,298476971.7608849,bulk_matched
66,B744,Lufthansa,Germany,Parked,1999-03-01,United States,1999-03-01,1999-03-01,4.0,General Electric,CF6-80,Pax,371.0,Long-haul,13500.0,23.9,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABVW,3c4ad7,200,1507803.230024753,7539.016150123764,21808313.323720787,260488186.92222047,bulk_matched
67,B744,Lufthansa,Germany,Active,1999-12-01,United States,1999-12-01,1999-12-01,4.0,General Electric,CF6-80,Pax,371.0,Long-haul,13500.0,23.1,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABVX,3c4ad8,169,1291251.8735799764,7640.543630650748,18535334.82737606,221394277.10476965,bulk_matched
68,B744,Lufthansa,Germany,Active,2000-12-01,United States,2000-12-01,2000-12-01,4.0,General Electric,CF6-80,Pax,371.0,Long-haul,13500.0,22.1,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABVY,3c4ad9,217,1603301.726584738,7388.487219284506,23297984.04863149,278281476.13643163,bulk_matched
69,B744,Lufthansa,Germany,Active,2001-01-01,United States,2001-02-01,2001-02-01,4.0,General Electric,CF6-80,Pax,371.0,Long-haul,13500.0,22.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABVZ,3c4ada,192,1459901.7836370398,7603.655123109583,21132069.19026446,252410826.4392699,bulk_matched
70,B748,Lufthansa,Germany,Active,2012-02-01,United States,2012-04-01,2012-04-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,11.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYA,3c4b21,230,1865517.0804927973,8110.943828229554,26734400.077891823,319327556.48593014,bulk_matched
71,B748,Lufthansa,Germany,Active,2012-06-01,United States,2012-06-01,2012-06-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,10.6,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYC,3c4b23,280,2271613.8096779007,8112.906463135359,32656897.78719516,390068501.3470533,bulk_matched
72,B748,Lufthansa,Germany,Active,2012-09-01,United States,2012-10-01,2012-10-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,10.3,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYF,3c4b26,288,2393519.748915184,8310.832461511054,34281338.56217812,409471543.9371275,bulk_matched
73,B748,Lufthansa,Germany,Active,2017-01-01,,,,,,,,364.0,Long-haul,14320.0,8.850000000000001,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYG,3c4b27,274,2304214.456262134,8409.541811175672,32947905.010833222,393544420.96273017,type_median_fallback
74,B748,Lufthansa,Germany,Active,2017-01-01,,,,,,,,364.0,Long-haul,14320.0,8.850000000000001,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYH,3c4b28,294,2419897.031247552,8230.942283154938,34695702.02921164,414420885.3489168,type_median_fallback
75,B748,Lufthansa,Germany,Active,2013-05-01,United States,2013-05-01,2013-05-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,9.7,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYI,3c4b29,216,1757792.371406463,8137.927645400291,25243591.4291014,301520675.4031556,bulk_matched
76,B748,Lufthansa,Germany,Active,2013-06-01,United States,2013-06-01,2013-06-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,9.6,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYJ,3c4b2a,280,2279005.574274589,8139.305622409246,32735058.928685177,391002092.7592951,bulk_matched
77,B748,Lufthansa,Germany,Active,2013-07-01,United States,2013-08-01,2013-08-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,9.5,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYK,3c4b2b,311,2505712.9158393284,8056.954713309738,36045748.342106655,430546438.5307183,bulk_matched
78,B748,Lufthansa,Germany,Active,2017-01-01,,,,,,,,364.0,Long-haul,14320.0,8.850000000000001,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYL,3c4b2c,246,2109015.1572830924,8573.232346679237,29496632.604221057,352320889.4393071,type_median_fallback
79,B748,Lufthansa,Germany,Active,2017-01-01,,,,,,,,364.0,Long-haul,14320.0,8.850000000000001,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYM,3c4b2d,228,2010259.408792868,8816.927231547666,27991697.625816487,334345277.1972524,type_median_fallback
80,B748,Lufthansa,Germany,Active,2014-03-01,United States,2014-03-01,2014-03-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,8.9,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYN,3c4b2e,214,1908957.3261508185,8920.361337153356,26548113.91477533,317102471.7598164,bulk_matched
81,B748,Lufthansa,Germany,Active,2014-04-01,United States,2014-04-01,2014-04-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,8.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYO,3c4b2f,227,2004947.1156716533,8832.366148333274,27960972.56950202,333978283.4690519,bulk_matched
82,B748,Lufthansa,Germany,Active,2014-05-01,United States,2014-06-01,2014-06-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,8.7,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYP,3c4b30,221,1934924.9196859903,8755.31637866964,27116494.521226343,323891462.3368702,bulk_matched
83,B748,Lufthansa,Germany,Active,2014-07-01,United States,2014-08-01,2014-08-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,8.5,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYQ,3c4b31,229,2058837.991904673,8990.558916614293,28425823.989000466,339530675.42417216,bulk_matched
84,B748,Lufthansa,Germany,Active,2014-12-01,United States,2015-01-01,2015-01-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,8.1,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYR,3c4b32,243,2165768.515075384,8912.627634055078,29861857.82851841,356683301.8406365,bulk_matched
85,B748,Lufthansa,Germany,Parked,2015-01-01,United States,2015-02-01,2015-02-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,8.0,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYS,3c4b33,230,2064644.4073003205,8976.71481434922,28357572.215513907,338715445.9075271,bulk_matched
86,B748,Lufthansa,Germany,Active,2015-02-01,United States,2015-03-01,2015-03-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,7.9,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYT,3c4b34,258,2197335.1253806874,8516.802811553052,30711615.682390094,366833187.3174372,bulk_matched
87,B748,Lufthansa,Germany,Active,2015-03-01,United States,2015-04-01,2015-04-01,4.0,GE-Aviation,GEnx,Pax,364.0,Long-haul,14320.0,7.9,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABYU,3c4b35,248,2135742.35977856,8611.864353945806,29741902.283959992,355250499.5028554,bulk_matched
88,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABZE,3c4b45,984,957814.8706874544,973.389096227088,3943530.446646438,47103280.33494356,type_median_fallback
89,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABZI,3c4b49,1263,1250764.671191089,990.312487087165,5135785.558392362,61344105.280797645,type_median_fallback
90,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABZK,3c4b4b,1383,1295854.7726131962,936.9882665315952,5383379.0644542575,64301472.15875919,type_median_fallback
91,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABZL,3c4b4c,1484,1503735.337248163,1013.2987447763902,6143336.920289212,73378746.54789892,type_median_fallback
92,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ABZN,3c4b4e,1351,1328445.4339785017,983.3052805170256,5463613.248245353,65259824.90959728,type_median_fallback
93,E190,German Airways,Germany,Active,2011-01-01,,,,,,,,100.0,Short-haul,4537.0,14.6,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-ACJJ,3c4d4a,915,424065.5892621421,463.4596603957837,1589301.614123718,18983324.83536664,type_median_fallback
114,A21N,Eurowings,Germany,Active,2023-01-01,,,,,,,,215.0,Medium-haul,7400.0,3.0,Dusseldorf,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEEA,3c54a1,939,1474133.572652956,1569.8973084696015,4763120.70004065,56892830.58381888,type_median_fallback
115,A21N,Eurowings,Germany,Active,2023-01-01,,,,,,,,215.0,Medium-haul,7400.0,3.0,Dusseldorf,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEEB,3c54a2,845,1327015.2215971542,1570.4322149078748,4290308.574448849,51245352.41702792,type_median_fallback
116,A21N,Eurowings,Germany,Active,2023-01-01,,,,,,,,215.0,Medium-haul,7400.0,3.0,Dusseldorf,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEEC,3c54a3,858,1364291.5061111508,1590.0833404558869,4407623.148551078,52646609.82991566,type_median_fallback
117,A21N,Eurowings,Germany,Active,2023-01-01,,,,,,,,215.0,Medium-haul,7400.0,3.0,Dusseldorf,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEED,3c54a4,802,1284313.4425862574,1601.3883324018173,4146939.35190254,49532886.70328034,type_median_fallback
118,A21N,Eurowings,Germany,Active,2024-01-01,,,,,,,,215.0,Medium-haul,7400.0,2.0,Dusseldorf,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEEE,3c54a5,844,1306721.2894864948,1548.2479733252308,4218212.395539625,50384203.61338994,type_median_fallback
119,A20N,Eurowings,Germany,Active,2022-03-01,France,2022-03-01,2022-03-01,2.0,CFM International,LEAP,Pax,180.0,Medium-haul,6300.0,0.9,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AENA,3c55c1,1027,1247326.2505658849,1214.5338369677554,2953623.464512828,35279391.381680995,bulk_matched
120,A20N,Eurowings,Germany,Active,2023-01-01,,,,,,,,180.0,Short-haul,6300.0,2.6,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AENB,3c55c2,761,724829.0115493484,952.4691347560424,1808692.424449324,21603826.18092248,type_median_fallback
121,A20N,Eurowings,Germany,Active,2022-05-01,France,2022-06-01,2022-06-01,2.0,CFM International,LEAP,Pax,180.0,Medium-haul,6300.0,0.7,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AENC,3c55c3,982,1124480.212981934,1145.0918665803808,2698933.943306408,32237266.54504877,bulk_matched
122,A20N,Eurowings,Germany,Active,2023-01-01,,,,,,,,180.0,Short-haul,6300.0,2.6,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AENE,3c55c5,971,1229233.441080467,1265.9458713496056,2879823.1318963272,34397887.40876169,type_median_fallback
123,A20N,Eurowings,Germany,Active,2022-07-01,France,2022-08-01,2022-08-01,2.0,CFM International,LEAP,Pax,180.0,Medium-haul,6300.0,0.5,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AENF,3c55c6,1014,1156123.5855868738,1140.1613270087512,2773560.243344726,33128636.239950888,bulk_matched
124,A20N,Eurowings,Germany,Active,2022-08-01,France,2022-09-01,2022-09-01,2.0,CFM International,LEAP,Pax,180.0,Medium-haul,6300.0,0.4,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AENG,3c55c7,1034,1132072.1622270732,1094.8473522505544,2742948.155111001,32762991.85271473,bulk_matched
125,A20N,Eurowings,Germany,Active,2023-01-01,,,,,,,,180.0,Short-haul,6300.0,2.6,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AENH,3c55c8,1086,1466369.620468534,1350.2482693080424,3396221.869820897,40565983.44508293,type_median_fallback
126,A20N,Eurowings,Germany,Active,2024-01-01,,,,,,,,180.0,Short-haul,6300.0,2.0,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AENI,3c55c9,981,1310462.4889465384,1335.8435157457068,3040953.6117141563,36322501.47325242,type_median_fallback
