variable_group,variable_name,country,operator_name,segment,technology_name,primary_energy_carrier,secondary_energy_carrier,saf_pathway,unit,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,scenario_id
demand,first_occupancy,,Lufthansa,,,,,,share,0.34,0.34,0.35,0.35,0.36,0.36,0.37,0.37,0.38,0.38,0.39,
demand,first_occupancy,,Eurowings,,,,,,share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
demand,first_occupancy,,Ryanair,,,,,,share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
demand,economy_income,,Lufthansa,,,,,,eur_cent_per_seat_km,9.8,10.0,10.2,10.4,10.6,10.8,11.0,11.2,11.4,11.6,11.8,
demand,economy_income,,Eurowings,,,,,,eur_cent_per_seat_km,8.1,8.2,8.3,8.5,8.6,8.7,8.8,9.0,9.1,9.2,9.4,
demand,economy_income,,Ryanair,,,,,,eur_cent_per_seat_km,7.2,7.3,7.4,7.5,7.6,7.8,7.9,8.0,8.1,8.2,8.3,
demand,business_income,,Lufthansa,,,,,,eur_cent_per_seat_km,24.0,24.4,24.8,25.2,25.7,26.1,26.5,26.9,27.3,27.7,28.1,
demand,business_income,,Eurowings,,,,,,eur_cent_per_seat_km,17.5,17.7,18.0,18.2,18.5,18.7,19.0,19.2,19.5,19.8,20.0,
demand,business_income,,Ryanair,,,,,,eur_cent_per_seat_km,14.2,14.4,14.6,14.8,15.0,15.2,15.4,15.6,15.8,16.0,16.2,
demand,first_income,,Lufthansa,,,,,,eur_cent_per_seat_km,38.0,38.6,39.2,39.8,40.4,41.0,41.6,42.2,42.8,43.4,44.0,
demand,first_income,,Eurowings,,,,,,eur_cent_per_seat_km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
demand,first_income,,Ryanair,,,,,,eur_cent_per_seat_km,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
demand,freight_rate,,Lufthansa,,,,,,eur_per_tonne_day,315.0,320.0,325.0,330.0,336.0,342.0,348.0,354.0,360.0,366.0,372.0,
demand,freight_rate,,Eurowings,,,,,,eur_per_tonne_day,255.0,258.0,261.0,264.0,268.0,272.0,276.0,280.0,284.0,288.0,292.0,
demand,freight_rate,,Ryanair,,,,,,eur_per_tonne_day,228.0,231.0,234.0,237.0,241.0,245.0,249.0,253.0,257.0,261.0,265.0,
market,operator_market_share,Germany,Eurowings,short,,,,,share,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
market,operator_market_share,Germany,Lufthansa,medium,,,,,share,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,
market,operator_market_share,Germany,Eurowings,medium,,,,,share,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,
delivery,planned_delivery_count,Germany,Lufthansa,medium,drop_in_saf_medium,,,,aircraft_count,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
cost_index,technology_dynamic_price_index,,,long,kerosene_long,,,,share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
cost_index,technology_dynamic_price_index,,,long,drop_in_saf_long,,,,share,0.02,0.02,0.01,0.01,0.0,0.0,-0.01,-0.01,-0.02,-0.02,-0.03,
cost_index,technology_dynamic_price_index,,,short,hybrid_electric_short,,,,share,0.22,0.18,0.15,0.12,0.09,0.06,0.03,0.01,-0.01,-0.03,-0.05,
cost_index,technology_dynamic_price_index,,,long,hydrogen_long,,,,share,0.35,0.32,0.29,0.26,0.23,0.2,0.17,0.14,0.11,0.08,0.05,
price,primary_energy_price,Germany,,,,kerosene,,,eur_per_kwh,0.042169,0.042169,0.042169,0.042169,0.042169,0.042169,0.042169,0.042169,0.042169,0.042169,0.041465,aktuellepolitiken
price,primary_energy_price,Germany,,,,hydrogen,,,eur_per_kwh,0.05662,0.05662,0.05662,0.05662,0.05662,0.05662,0.05662,0.05662,0.05662,0.05662,0.040758,aktuellepolitiken
price,primary_energy_price,Germany,,,,electricity,,,eur_per_kwh,0.008728,0.008728,0.008728,0.008728,0.008728,0.008728,0.008728,0.008728,0.008728,0.008728,0.004509,aktuellepolitiken
price,secondary_energy_price,Germany,,,,,saf,hefa,eur_per_kwh,0.042169,0.042169,0.042169,0.042169,0.042169,0.042169,0.042169,0.042169,0.042169,0.042169,0.041465,aktuellepolitiken
price,secondary_energy_price,Germany,,,,,e_kerosene,ptl,eur_per_kwh,0.042151,0.042151,0.042151,0.042151,0.042151,0.042151,0.042151,0.042151,0.042151,0.042151,0.04232,aktuellepolitiken
price,primary_energy_price,Germany,,,,kerosene,,,eur_per_kwh,0.085729,0.085729,0.085729,0.085729,0.085729,0.085729,0.085729,0.085729,0.085729,0.085729,0.174221,fokusstrom
price,primary_energy_price,Germany,,,,hydrogen,,,eur_per_kwh,0.085487,0.085487,0.085487,0.085487,0.085487,0.085487,0.085487,0.085487,0.085487,0.085487,0.110547,fokusstrom
price,primary_energy_price,Germany,,,,electricity,,,eur_per_kwh,0.032696,0.032696,0.032696,0.032696,0.032696,0.032696,0.032696,0.032696,0.032696,0.032696,0.021192,fokusstrom
price,secondary_energy_price,Germany,,,,,saf,hefa,eur_per_kwh,0.085729,0.085729,0.085729,0.085729,0.085729,0.085729,0.085729,0.085729,0.085729,0.085729,0.174221,fokusstrom
price,secondary_energy_price,Germany,,,,,e_kerosene,ptl,eur_per_kwh,0.043167,0.043167,0.043167,0.043167,0.043167,0.043167,0.043167,0.043167,0.043167,0.043167,0.047745,fokusstrom
price,primary_energy_price,Germany,,,,kerosene,,,eur_per_kwh,0.086861,0.086861,0.086861,0.086861,0.086861,0.086861,0.086861,0.086861,0.086861,0.086861,0.176213,fokusH2
price,primary_energy_price,Germany,,,,hydrogen,,,eur_per_kwh,0.087525,0.087525,0.087525,0.087525,0.087525,0.087525,0.087525,0.087525,0.087525,0.087525,0.112327,fokusH2
price,primary_energy_price,Germany,,,,electricity,,,eur_per_kwh,0.031178,0.031178,0.031178,0.031178,0.031178,0.031178,0.031178,0.031178,0.031178,0.031178,0.27208,fokusH2
price,secondary_energy_price,Germany,,,,,saf,hefa,eur_per_kwh,0.086861,0.086861,0.086861,0.086861,0.086861,0.086861,0.086861,0.086861,0.086861,0.086861,0.176213,fokusH2
price,secondary_energy_price,Germany,,,,,e_kerosene,ptl,eur_per_kwh,0.043224,0.043224,0.043224,0.043224,0.043224,0.043224,0.043224,0.043224,0.043224,0.043224,0.047857,fokusH2
price,primary_energy_price,Germany,,,,kerosene,,,eur_per_kwh,0.086369,0.086369,0.086369,0.086369,0.086369,0.086369,0.086369,0.086369,0.086369,0.086369,0.175376,technologiemix
price,primary_energy_price,Germany,,,,hydrogen,,,eur_per_kwh,0.086213,0.086213,0.086213,0.086213,0.086213,0.086213,0.086213,0.086213,0.086213,0.086213,0.111666,technologiemix
price,primary_energy_price,Germany,,,,electricity,,,eur_per_kwh,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.032007,0.020879,technologiemix
price,secondary_energy_price,Germany,,,,,saf,hefa,eur_per_kwh,0.086369,0.086369,0.086369,0.086369,0.086369,0.086369,0.086369,0.086369,0.086369,0.086369,0.175376,technologiemix
price,secondary_energy_price,Germany,,,,,e_kerosene,ptl,eur_per_kwh,0.043198,0.043198,0.043198,0.043198,0.043198,0.043198,0.043198,0.043198,0.043198,0.043198,0.047788,technologiemix
price,primary_energy_price,Germany,,,,kerosene,,,eur_per_kwh,0.089004,0.089004,0.089004,0.089004,0.089004,0.089004,0.089004,0.089004,0.089004,0.089004,0.178227,hohenachfrage
price,primary_energy_price,Germany,,,,hydrogen,,,eur_per_kwh,0.088856,0.088856,0.088856,0.088856,0.088856,0.088856,0.088856,0.088856,0.088856,0.088856,0.112558,hohenachfrage
price,primary_energy_price,Germany,,,,electricity,,,eur_per_kwh,0.032127,0.032127,0.032127,0.032127,0.032127,0.032127,0.032127,0.032127,0.032127,0.032127,0.020864,hohenachfrage
price,secondary_energy_price,Germany,,,,,saf,hefa,eur_per_kwh,0.089004,0.089004,0.089004,0.089004,0.089004,0.089004,0.089004,0.089004,0.089004,0.089004,0.178227,hohenachfrage
price,secondary_energy_price,Germany,,,,,e_kerosene,ptl,eur_per_kwh,0.043331,0.043331,0.043331,0.043331,0.043331,0.043331,0.043331,0.043331,0.043331,0.043331,0.047832,hohenachfrage
price,primary_energy_price,Germany,,,,kerosene,,,eur_per_kwh,0.079572,0.079572,0.079572,0.079572,0.079572,0.079572,0.079572,0.079572,0.079572,0.079572,0.167073,niedrigenachfrage
price,primary_energy_price,Germany,,,,hydrogen,,,eur_per_kwh,0.079207,0.079207,0.079207,0.079207,0.079207,0.079207,0.079207,0.079207,0.079207,0.079207,0.110128,niedrigenachfrage
price,primary_energy_price,Germany,,,,electricity,,,eur_per_kwh,0.031368,0.031368,0.031368,0.031368,0.031368,0.031368,0.031368,0.031368,0.031368,0.031368,0.020356,niedrigenachfrage
price,secondary_energy_price,Germany,,,,,saf,hefa,eur_per_kwh,0.079572,0.079572,0.079572,0.079572,0.079572,0.079572,0.079572,0.079572,0.079572,0.079572,0.167073,niedrigenachfrage
price,secondary_energy_price,Germany,,,,,e_kerosene,ptl,eur_per_kwh,0.042853,0.042853,0.042853,0.042853,0.042853,0.042853,0.042853,0.042853,0.042853,0.042853,0.04759,niedrigenachfrage
market,passenger_km_demand,Germany,,short,,,,,passenger_km,29766967267.7,29766967267.7,29766967267.7,29766967267.7,29766967267.7,29381904150.7,29381904150.7,29381904150.7,29381904150.7,29381904150.7,29347507348.1,aktuellepolitiken
market,passenger_km_demand,Germany,,medium,,,,,passenger_km,34150573488.2,34150573488.2,34150573488.2,34150573488.2,34150573488.2,33393567633.1,33393567633.1,33393567633.1,33393567633.1,33393567633.1,33234731978.8,aktuellepolitiken
market,passenger_km_demand,Germany,,long,,,,,passenger_km,78098994683.0,78098994683.0,78098994683.0,78098994683.0,78098994683.0,76294870931.3,76294870931.3,76294870931.3,76294870931.3,76294870931.3,75904013930.8,aktuellepolitiken
market,passenger_km_demand,Germany,,short,,,,,passenger_km,29766967267.7,29766967267.7,29766967267.7,29766967267.7,29766967267.7,27664710299.0,27664710299.0,27664710299.0,27664710299.0,27664710299.0,24478878408.3,fokusstrom
market,passenger_km_demand,Germany,,medium,,,,,passenger_km,34150573488.2,34150573488.2,34150573488.2,34150573488.2,34150573488.2,32017007703.3,32017007703.3,32017007703.3,32017007703.3,32017007703.3,28975777961.3,fokusstrom
market,passenger_km_demand,Germany,,long,,,,,passenger_km,78098994683.0,78098994683.0,78098994683.0,78098994683.0,78098994683.0,73284116185.2,73284116185.2,73284116185.2,73284116185.2,73284116185.2,66471109330.6,fokusstrom
market,passenger_km_demand,Germany,,short,,,,,passenger_km,29766967267.7,29766967267.7,29766967267.7,29766967267.7,29766967267.7,28089809257.1,28089809257.1,28089809257.1,28089809257.1,28089809257.1,24067060967.9,fokusH2
market,passenger_km_demand,Germany,,medium,,,,,passenger_km,34150573488.2,34150573488.2,34150573488.2,34150573488.2,34150573488.2,32552053643.9,32552053643.9,32552053643.9,32552053643.9,32552053643.9,28570055445.0,fokusH2
market,passenger_km_demand,Germany,,long,,,,,passenger_km,78098994683.0,78098994683.0,78098994683.0,78098994683.0,78098994683.0,74518666198.6,74518666198.6,74518666198.6,74518666198.6,74518666198.6,65558701579.9,fokusH2
market,passenger_km_demand,Germany,,short,,,,,passenger_km,29766967267.7,29766967267.7,29766967267.7,29766967267.7,29766967267.7,28093229593.9,28093229593.9,28093229593.9,28093229593.9,28093229593.9,25246478500.3,technologiemix
market,passenger_km_demand,Germany,,medium,,,,,passenger_km,34150573488.2,34150573488.2,34150573488.2,34150573488.2,34150573488.2,32407743033.0,32407743033.0,32407743033.0,32407743033.0,32407743033.0,29730960321.1,technologiemix
market,passenger_km_demand,Germany,,long,,,,,passenger_km,78098994683.0,78098994683.0,78098994683.0,78098994683.0,78098994683.0,74154349869.8,74154349869.8,74154349869.8,74154349869.8,74154349869.8,68169113903.2,technologiemix
market,passenger_km_demand,Germany,,short,,,,,passenger_km,29766967267.7,29766967267.7,29766967267.7,29766967267.7,29766967267.7,27679393104.6,27679393104.6,27679393104.6,27679393104.6,27679393104.6,24183475781.6,hohenachfrage
market,passenger_km_demand,Germany,,medium,,,,,passenger_km,34150573488.2,34150573488.2,34150573488.2,34150573488.2,34150573488.2,32193860995.0,32193860995.0,32193860995.0,32193860995.0,32193860995.0,28759205534.1,hohenachfrage
market,passenger_km_demand,Germany,,long,,,,,passenger_km,78098994683.0,78098994683.0,78098994683.0,78098994683.0,78098994683.0,73725578087.2,73725578087.2,73725578087.2,73725578087.2,73725578087.2,66004129579.9,hohenachfrage
market,passenger_km_demand,Germany,,short,,,,,passenger_km,29766967267.7,29766967267.7,29766967267.7,29766967267.7,29766967267.7,28111911445.0,28111911445.0,28111911445.0,28111911445.0,28111911445.0,23930964357.7,niedrigenachfrage
market,passenger_km_demand,Germany,,medium,,,,,passenger_km,34150573488.2,34150573488.2,34150573488.2,34150573488.2,34150573488.2,32182369940.2,32182369940.2,32182369940.2,32182369940.2,32182369940.2,27589422387.4,niedrigenachfrage
market,passenger_km_demand,Germany,,long,,,,,passenger_km,78098994683.0,78098994683.0,78098994683.0,78098994683.0,78098994683.0,73581848387.6,73581848387.6,73581848387.6,73581848387.6,73581848387.6,63125354241.2,niedrigenachfrage
market,passenger_km_demand,Germany,,short,,,,,passenger_km,29766967267.7,29766967267.7,29766967267.7,29766967267.7,29766967267.7,28170159641.7,28170159641.7,28170159641.7,28170159641.7,28170159641.7,25209060894.0,
market,passenger_km_demand,Germany,,medium,,,,,passenger_km,34150573488.2,34150573488.2,34150573488.2,34150573488.2,34150573488.2,32457767158.1,32457767158.1,32457767158.1,32457767158.1,32457767158.1,29476692271.3,
market,passenger_km_demand,Germany,,long,,,,,passenger_km,78098994683.0,78098994683.0,78098994683.0,78098994683.0,78098994683.0,74259904943.3,74259904943.3,74259904943.3,74259904943.3,74259904943.3,67538737094.3,
